,Username,Date,Likes,Content,retweets,replies,id,url,place,hashtags,media,keyword,followers,Tweet
849,EmaniManikanta,2022-09-22 06:53:07+00:00,0.0,,0.0,0.0,1.5728414058187325e+18,https://twitter.com/EmaniManikanta/status/1572841405818732546,,,,janasena,3.0,"@SanaSunanda @PawanKalyan @JanaSenaParty @INCIndia @JaiTDP రాజకీయానికి వ్యక్తిగత జీవితానికి సంబంధం ఉండదు అది తెలుసుకో బోకు,,, రేపు నీ జీవితం లో జరగదని గ్యారంటీ ఏముంది"
850,kuppa_jaya,2022-09-22 06:52:47+00:00,0.0,,0.0,0.0,1.5728413226834452e+18,https://twitter.com/kuppa_jaya/status/1572841322683445248,,,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1572840843404546048/pu/img/2KOefvTorlXZx-GI.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1572840843404546048/pu/vid/1280x720/A02-yX8JbbUAHh46.mp4?tag=12', bitrate=2176000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1572840843404546048/pu/pl/MK1u-rPQkeRh3Njg.m3u8?tag=12&container=fmp4', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1572840843404546048/pu/vid/640x360/G3-RG-OQCNRqVaxw.mp4?tag=12', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1572840843404546048/pu/vid/480x270/T6TOpTNrUfh84I-m.mp4?tag=12', bitrate=256000)], duration=83.265, views=2)]",janasena,0.0,Jai janasena https://t.co/jeAV5GgN3K
851,AshokKatamreddy,2022-09-22 06:52:33+00:00,0.0,,0.0,1.0,1.5728412614546186e+18,https://twitter.com/AshokKatamreddy/status/1572841261454618624,,,,janasena,4.0,@AjjuRoyal1 @KumarPk110dhfm @AnnayyaAbimani @JanaSenaParty Nuv entha bagupaddavo ne tweet lone ardam avthundi le. Nuv nee language.. Pillakaya lu ani meku mere prove chesukuntaru.
852,UttarandhraSena,2022-09-22 06:52:23+00:00,65.0,,22.0,0.0,1.5728412209883382e+18,https://twitter.com/UttarandhraSena/status/1572841220988338176,,,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1572841126427758597/pu/img/2daG3OjaVfAwFwSp.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1572841126427758597/pu/vid/480x270/ziJ-O4ji87fINLv9.mp4?tag=12', bitrate=256000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1572841126427758597/pu/vid/1280x720/b0S-HsNZ6AfLgS7Y.mp4?tag=12', bitrate=2176000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1572841126427758597/pu/pl/Q0r6jtLWITg5oSXu.m3u8?tag=12&container=fmp4', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1572841126427758597/pu/vid/640x360/gOlScDKktLGM5Mow.mp4?tag=12', bitrate=832000)], duration=32.646, views=207)]",janasena,8734.0,"మీకు ఆవేదన కు జనసేన దారి చూపిస్తుంది...
@PawanKalyan @JanaSenaParty https://t.co/X69PpGFVS0"
853,99TVTelugu,2022-09-22 06:50:38+00:00,35.0,,16.0,0.0,1.5728407807374336e+18,https://twitter.com/99TVTelugu/status/1572840780737433600,,"['janasena', 'janasenaparty', 'janasainiks']",,janasena,35683.0,"#janasena #janasenaparty #janasainiks 
LIVE : జనసేన నేతల అరెస్ట్.. తిరుపతి లో ఉద్రిక్తత || Janasena Leaders Arrest Live || 99TV

@mekiranroyal @JanaSenaParty @JanasainkBharat 

Link&gt;&gt; https://t.co/d1qPoZCDug"
854,SidduCh18,2022-09-22 06:50:02+00:00,1.0,,0.0,0.0,1.5728406305142415e+18,https://twitter.com/SidduCh18/status/1572840630514241542,,,,janasena,133.0,@JanaSenaParty ఈ ycp బ్యాచ్ కి తిట్టడం అరెస్ట్ చెయ్యడం తప్ప పీకేది ఏమి లేదు
855,HitechSrinu,2022-09-22 06:49:39+00:00,0.0,,0.0,0.0,1.5728405330092564e+18,https://twitter.com/HitechSrinu/status/1572840533009256448,,,,janasena,3.0,@JanaSenaParty Nuvvu nee datta father antha nakedi vesina roadlu avi
856,Srinathpgl,2022-09-22 06:49:36+00:00,0.0,,0.0,0.0,1.5728405204724736e+18,https://twitter.com/Srinathpgl/status/1572840520472473601,,,,janasena,28.0,@JanaSenaParty వేర్ ఇస్ రోజా
857,luchababu,2022-09-22 06:48:43+00:00,0.0,,0.0,0.0,1.5728402986357228e+18,https://twitter.com/luchababu/status/1572840298635722754,,,,janasena,22.0,"@DHFM__REDDY_ @AjjuRoyal1 @nani15055 @satyapagadala5 @JanaSenaParty @k__setty @urstrulyMahesh Daddy lanja = @urstrulyMahesh 
Mommy kojja = @urstrulyMahesh 
Item lanjakodaka 🐸🐸💦💦🤡🤡"
858,BabuGummadi2,2022-09-22 06:48:15+00:00,0.0,,0.0,0.0,1.5728401793828987e+18,https://twitter.com/BabuGummadi2/status/1572840179382898688,,,,janasena,0.0,@PKFC_EGodavari @JanaSenaParty @PawanKalyan 🙏🙏🙏🙏🙏🙏
859,LPushan,2022-09-22 06:48:00+00:00,0.0,,0.0,0.0,1.5728401179199734e+18,https://twitter.com/LPushan/status/1572840117919973376,,,,janasena,0.0,@JanaswaramNEWS @JanaSenaParty @PawanKalyan @BattulaBalarama ✊✊✊
860,DadiKumar,2022-09-22 06:47:02+00:00,36.0,,22.0,0.0,1.572839871735296e+18,https://twitter.com/DadiKumar/status/1572839871735296001,,"['Janasena', 'Pawankalyan']","[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1572839596823834624/pu/img/huZB_GBD3ZDPkeK3.jpg', variants=[VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1572839596823834624/pu/pl/ON_ztZbhmSy051NE.m3u8?tag=12&container=fmp4', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1572839596823834624/pu/vid/540x540/tVE4r7vjQ026_pxW.mp4?tag=12', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1572839596823834624/pu/vid/320x320/bLFmm-vtjVqVR9nw.mp4?tag=12', bitrate=432000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1572839596823834624/pu/vid/720x720/qaPDzg8GJrRpsVWR.mp4?tag=12', bitrate=1280000)], duration=39.333, views=90)]",janasena,2739.0,"@mekiranroyal గారు మంత్రి గారు క్యాజ్వల్ గా పిలిచారు,మీరు ఇంత సీరియస్‌గా తీసుకుంటే ఎలా
🤣🤣❤️🤣🤣
 సవాల్ స్వీకరించ లేనప్పుడు సవాలు విసరడం ఎందుకు రోజా ??

నువ్వు జబర్దస్త్ రోజా అని ఈరోజు ప్రజలందరికి అర్థమైంది 🤭🤭
@PawanKalyan #Janasena #Pawankalyan https://t.co/3ReJJRuwLQ"
861,PawanismyGod,2022-09-22 06:47:00+00:00,1.0,,1.0,0.0,1.5728398668027658e+18,https://twitter.com/PawanismyGod/status/1572839866802765824,,,,janasena,31.0,"i request @BheemlaBoy1 , @MaxxCHere , @gudavrthi , @_naraharii  and to all our janasena party sympathizers, please don't encourage this fellow @maneesha_pspk . i heard some yesterday's space recordings she is using so many filthy words in the name of Pawan Kalyan."
862,BabuGummadi2,2022-09-22 06:46:58+00:00,0.0,,0.0,0.0,1.5728398585945498e+18,https://twitter.com/BabuGummadi2/status/1572839858594549762,,,,janasena,0.0,@JanaSenaParty @PawanKalyan Yes
863,RamLokesh_1,2022-09-22 06:46:55+00:00,0.0,,0.0,0.0,1.5728398443548713e+18,https://twitter.com/RamLokesh_1/status/1572839844354871296,,,,janasena,292.0,"@PawanKalyan ✊✊
@JanaSenaParty ✊✊✊ https://t.co/tMRUr11CIE"
864,RamLokesh_1,2022-09-22 06:45:02+00:00,3.0,,0.0,0.0,1.5728393686075597e+18,https://twitter.com/RamLokesh_1/status/1572839368607559681,,"['gobackthanosreddy', 'jspkuppam']",,janasena,292.0,"ఆ లెక్కన ఈయనికి మన స్టేట్ లో ఉండాల్సిన అర్హత కూడా లేదు..
#gobackthanosreddy
@ysjagan 

@DrMuvera 
#jspkuppam
@PawanKalyan 
@JanaSenaParty https://t.co/aPIo7oW1Ny"
865,imDeepakRajj,2022-09-22 06:44:53+00:00,2.0,,0.0,0.0,1.5728393322513367e+18,https://twitter.com/imDeepakRajj/status/1572839332251336706,,,,janasena,289.0,@Harinani_ @JanaSenaParty @PawanKalyan Anthamandhi vacharenti janaalu aa janaalni chusthe mindblock aipotundhi
866,makkal_selvann,2022-09-22 06:44:15+00:00,0.0,,0.0,0.0,1.5728391721836872e+18,https://twitter.com/makkal_selvann/status/1572839172183687168,,,,janasena,64.0,@RayuduReloaded @RojaSelvamaniRK @JanaSenaParty రోజా మాత్రమే కాదు ఇప్పటినుండి పవన్కళ్యాణ్ ప్యాకేజీ అన్న ప్రతిఒక్కరి ఇంటిని ముట్టడించాలి అప్పుడు దానంతట అదే ప్యాకేజీ అన్న మాట కనుమరుగయ్యే అవకాశం వుంది. ప్యాకేజీ అన్న ఆరోపణలు సీరియస్ గా తీసుకోవాలి లేదంటే 2009 లో PRP పై చేసినట్టే విష ప్రచారం చేస్తారు 👍
867,jdsatishbabu,2022-09-22 06:43:19+00:00,1.0,,0.0,0.0,1.5728389363090268e+18,https://twitter.com/jdsatishbabu/status/1572838936309026819,,"['JournalistDiary', 'SATISHBABU', 'tdp', 'janasena', 'pawankalyan', 'pawankalyanfans', 'kvp', 'ysjagan', 'ncbn', 'JaiTDP', 'Andhrapradesh']",,janasena,290.0,"#JournalistDiary - #SATISHBABU - తెలుగుదేశం - జనసేనల పొత్తు 2+2 లాంటిది! || KVP Exclusive Interview About TDP - Janasena Alliance
#tdp #janasena #pawankalyan #pawankalyanfans #kvp #ysjagan #ncbn #JaiTDP #Andhrapradesh
https://t.co/ge8K0TdT5C"
868,naistamrabhai,2022-09-22 06:43:14+00:00,0.0,,0.0,0.0,1.5728389167298314e+18,https://twitter.com/naistamrabhai/status/1572838916729831425,,,,janasena,123.0,"జనసేన అంటే ... @JanaSenaParty 
కమ్మవారికి, కాపు కాసే కూలీలు !"
869,manjuna01681291,2022-09-22 06:43:14+00:00,0.0,,0.0,0.0,1.5728389166713078e+18,https://twitter.com/manjuna01681291/status/1572838916671307776,,,,janasena,0.0,@PnHarini @RojaSelvamaniRK @JanaSenaParty Jai janasena vennakki mathram thaggadhu sir
870,R24Telugu,2022-09-22 06:43:05+00:00,0.0,,0.0,0.0,1.572838878381478e+18,https://twitter.com/R24Telugu/status/1572838878381477888,,"['VangaveetiRadha', 'pawankalyan', 'VangaveetiRadhaJoinJanasena', 'VangaveetiRadhajointdp', 'VangaveetiRadhavsysjagan', 'chandrababu', 'ysjagan', 'r24telugu']",,janasena,12.0,"పవన్ తో వంగవీటి… డీల్ ఒకే అయిందా…? | Vangaveeti Radha Likely To Join In Janasena…? | Pawan | R24
#VangaveetiRadha #pawankalyan  #VangaveetiRadhaJoinJanasena #VangaveetiRadhajointdp #VangaveetiRadhavsysjagan #chandrababu #ysjagan #r24telugu 
Watch more: https://t.co/uyq9BQEeDP"
871,Shiva98330838,2022-09-22 06:42:56+00:00,2.0,,0.0,1.0,1.5728388432835666e+18,https://twitter.com/Shiva98330838/status/1572838843283566592,,,,janasena,55.0,"పిఠాపురం నుండి పవన్ కళ్యాణ్ గారు? 
తిరుపతి నుండి నాగబాబు గారు? 
తెనాలి నుండి మనోహర్ గారు? @PawanKalyan @NagaBabuOffl @mnadendla @JanaSenaParty @JSPShatagniTeam"
872,DrMuvera,2022-09-22 06:42:49+00:00,269.0,,119.0,4.0,1.5728388141876838e+18,https://twitter.com/DrMuvera/status/1572838814187683841,,"['సినీ_వ్యాపార_రాజకీయ', 'పవన్_కళ్యాణ్', 'జనసేన_పార్టీ']",,janasena,1028.0,"★ ఒక్క ఓటమి తో 
#సినీ_వ్యాపార_రాజకీయ కుటుంబాలకు చెందిన హేమాహేమీలు పతనమాయే!

కానీ అదే ఆ ఒక్క ఓటమి
#పవన్_కళ్యాణ్ గారిని
#జనసేన_పార్టీ ని ఆపలేక పోయింది!!
గోడకు కొట్టిన బంతిలా
అదే వేగంతో తిరిగి వచ్చి మరీ
భావితరాల బంగారు భవిష్యత్తు కోసం నిలబడేలా చేసింది!!

That is @JanaSenaParty ✊🏼"
873,SomaPraneeth,2022-09-22 06:41:26+00:00,4.0,,0.0,1.0,1.5728384665008579e+18,https://twitter.com/SomaPraneeth/status/1572838466500857857,,,"[Gif(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/FdPYPiXXoAAC7Px.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/tweet_video/FdPYPiXXoAAC7Px.mp4', bitrate=0)])]",janasena,133.0,@Harinani_ @JanaSenaParty @PawanKalyan Bayapaddav @RojaSelvamaniRK https://t.co/eD5DjhMGw8
874,SaiYesuri,2022-09-22 06:40:35+00:00,1.0,,0.0,0.0,1.5728382496175555e+18,https://twitter.com/SaiYesuri/status/1572838249617555456,,,,janasena,7.0,@_PakkaTollywood @PawanKalyan @JanaSenaParty Mini people govt🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼
875,PadalaSunilbabu,2022-09-22 06:40:31+00:00,0.0,,0.0,0.0,1.572838233515651e+18,https://twitter.com/PadalaSunilbabu/status/1572838233515651080,,,"[Photo(previewUrl='https://pbs.twimg.com/media/FdPYCL6aEAAd-Td?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FdPYCL6aEAAd-Td?format=jpg&name=large')]",janasena,8.0,"పాపం పవన్ కళ్యాణ్ గారి మీద మనసు పడ్డాదేమో
@JSPShatagniTeam @jspamaravathi @JanaSenaParty https://t.co/DHneyf27Dt"
876,NandaKishore31,2022-09-22 06:39:59+00:00,0.0,,0.0,0.0,1.5728381004215992e+18,https://twitter.com/NandaKishore31/status/1572838100421599232,,,,janasena,12.0,@malati_reddi Ante migilina 37 Mandi lo 20 Janasena 10 BJP ki vedukunna still 7 bekargallu unnaruga sister
877,LPushan,2022-09-22 06:39:31+00:00,0.0,,0.0,0.0,1.5728379809891615e+18,https://twitter.com/LPushan/status/1572837980989161473,,,,janasena,0.0,@keathamreddy @PawanKalyan @JanaSenaParty ✊✊✊
878,Harinani_,2022-09-22 06:38:59+00:00,1889.0,,589.0,20.0,1.5728378481975296e+18,https://twitter.com/Harinani_/status/1572837848197529600,,,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1572837753997631488/pu/img/DM3-4SwnJUmv8CXZ.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1572837753997631488/pu/vid/540x270/FLI7JJrHfKsDNY0q.mp4?tag=12', bitrate=256000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1572837753997631488/pu/vid/640x320/Z0xJVDuxWAIdLvy3.mp4?tag=12', bitrate=832000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1572837753997631488/pu/pl/CbRQDmf5z9VcoN4Z.m3u8?tag=12&container=fmp4', bitrate=None)], duration=31.508, views=11593)]",janasena,77362.0,"వీర మహిళ సుభాషిణి గారు ఉర మాస్ 🔥

Souce : TV9 

@JanaSenaParty | @PawanKalyan https://t.co/wQA05ePuI2"
879,iDivergent,2022-09-22 06:37:47+00:00,0.0,,0.0,0.0,1.5728375469835837e+18,https://twitter.com/iDivergent/status/1572837546983583744,,,,janasena,634.0,"@JanaSenaParty @PawanKalyan Guddalo velu petti nuvvenduku vaasana choosthunnaav.
Perlu marchatam anedi administrative thing.
Bombay ni Mumbai, Madras ni Chennai ani yenduku maarchindi BJP...chepparaa bevakoof."
880,Naa_SiRa,2022-09-22 06:37:00+00:00,3.0,,1.0,0.0,1.5728373476953948e+18,https://twitter.com/Naa_SiRa/status/1572837347695394816,,"['JSPForNewAgePolitics', 'jspforbettersociety']",,janasena,806.0,"అంతకన్నా ముందు, వీలు వాళ్ళ పేర్లు పెట్టిన సంస్థల్లో పెట్టిన బొక్కలు, చేసిన అక్రమాలు బయట పెట్టాలి.ముందు పనికి వచ్చే పనులు చెయ్యాలి.తరవాత పేర్లు మార్చాలి.అప్పుడే ఆ మహానుభావుల విలువ ఇచ్చినట్టు.🙏
#JSPForNewAgePolitics 
#jspforbettersociety
@JanaSenaParty https://t.co/1e0YzYBLUe"
881,PrashanthDivak2,2022-09-22 06:35:51+00:00,1.0,,0.0,0.0,1.5728370602639483e+18,https://twitter.com/PrashanthDivak2/status/1572837060263948289,,"['FDFS', 'Bheemlanayak', 'janasena', 'pawanism', 'pawankalyan', 'ballari', 'Karnataka']","[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1572837008313286656/pu/img/knk9JH23nx5c2seA.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1572837008313286656/pu/vid/480x1002/9FMeBIFj_5cUviyD.mp4?tag=12', bitrate=950000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1572837008313286656/pu/vid/320x668/M6Uc5d22DkPL0Jpr.mp4?tag=12', bitrate=632000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1572837008313286656/pu/vid/612x1278/YUpfDVKSR5tCzMQO.mp4?tag=12', bitrate=2176000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1572837008313286656/pu/pl/FMzFNqeqfeBvQ9va.m3u8?tag=12&container=fmp4', bitrate=None)], duration=10.264, views=49)]",janasena,0.0,"@pawankalyan😍

#FDFS #Bheemlanayak #janasena #pawanism #pawankalyan #ballari #Karnataka https://t.co/XMHoxgrIyU"
882,jilu15,2022-09-22 06:35:23+00:00,2.0,,0.0,0.0,1.5728369436493906e+18,https://twitter.com/jilu15/status/1572836943649390592,,['FFF'],"[Photo(previewUrl='https://pbs.twimg.com/media/FdPWjnMVQAE9cqo?format=png&name=small', fullUrl='https://pbs.twimg.com/media/FdPWjnMVQAE9cqo?format=png&name=large')]",janasena,36.0,"ఒరేయ్ పావలా 
ఇక్కడ నీ బతుకు మొత్తం తెలిసిపోయిందిరా ప్యాకేజీ కుక్క
ఎంగిలి మెతుకులకు నువ్వు మొరుగుతున్నావని ఇక్కడ మొత్తం జనాలకి తెలిసిపోయింది ఇందిరా నీ బతుకు. 
#FFF 
@ostrichindia @JanaSenaParty https://t.co/rqkBdDuLml"
883,yesannaravuri,2022-09-22 06:34:58+00:00,5.0,,2.0,0.0,1.572836838716633e+18,https://twitter.com/yesannaravuri/status/1572836838716633088,,,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1572836736711168001/pu/img/k4Qvqt6YBUE5ChtM.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1572836736711168001/pu/vid/640x368/VbKxfnbYuMGpjAl1.mp4?tag=12', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1572836736711168001/pu/vid/468x270/WTqoXdD8DjK6bzab.mp4?tag=12', bitrate=256000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1572836736711168001/pu/pl/P2tbp8uTH4Y0Swnn.m3u8?tag=12&container=fmp4', bitrate=None)], duration=30.033, views=10)]",janasena,40.0,"తిరుపతి ఇంచార్జి కిరణ్ రాయల్ అన్న......
సవాల్ స్వీకరించ లేనప్పుడు సవాలు విసరడం ఎందుకు రోజా
మమ్మల్ని హౌస్ అరెస్ట్ చేస్తే ఈరోజు తప్పించుకోవచ్చు రేపు ని కార్ ముందు కూర్చుంటాం
@mekiranroyal 
@JanaSenaParty https://t.co/PFOqk0CzqI"
884,Shiva98330838,2022-09-22 06:34:55+00:00,1.0,,0.0,0.0,1.5728368255465103e+18,https://twitter.com/Shiva98330838/status/1572836825546510338,,,,janasena,55.0,"@mnadendla @ysjagan పిటాపురం నుండి పవన్ కళ్యాణ్ గారు, తిరుపతి నుండి నాగబాబు గారు పోటీ చేస్తే చాలా బాగుంటుంది, పక్కా విజయం వచ్చే అవకాశం. ఇటు పవన్ కళ్యాణ్ గారు, మధ్యలో తెనాలి మీరు, అటు నాగబాబు గారు పోటీ చేస్తే రాష్ట్ర మొత్తం ఆ ప్రభావం ఉంటాది, ఇలా చెయ్యండి. @PawanKalyan @NagaBabuOffl @JanaSenaParty"
885,RAGHUKOLACHALAM,2022-09-22 06:34:51+00:00,0.0,,0.0,0.0,1.5728368078255596e+18,https://twitter.com/RAGHUKOLACHALAM/status/1572836807825559552,,['JanaSenaParty'],,janasena,71.0,"@PawanKalyan @JanaSenaParty @mnadendla @NagaBabuOffl @keathamreddy When they want to stop Banners, Plz go for many alternatives like #JanaSenaParty T-Shirts, Ambulance painting or wall painting, digital boards , digital marketing, Hats, water bottles, bags, paper banners"
886,Pavansrds19Y,2022-09-22 06:33:22+00:00,0.0,,0.0,0.0,1.5728364334755717e+18,https://twitter.com/Pavansrds19Y/status/1572836433475571715,,,,janasena,3.0,@JanaSenaParty This is correct...
887,Ajay_introvert_,2022-09-22 06:33:16+00:00,7.0,,3.0,0.0,1.5728364094547927e+18,https://twitter.com/Ajay_introvert_/status/1572836409454792704,,,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1572836316064391170/pu/img/Slh74-nlf5hPM7bT.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1572836316064391170/pu/vid/1280x544/Itz399J5j_FLg_pJ.mp4?tag=12', bitrate=2176000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1572836316064391170/pu/vid/634x270/apzI6MnXRe-QMYA_.mp4?tag=12', bitrate=256000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1572836316064391170/pu/vid/846x360/4sxAXtmR3lrnH3Tu.mp4?tag=12', bitrate=832000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1572836316064391170/pu/pl/i15lA6uqXhwZJZdb.m3u8?tag=12&container=fmp4', bitrate=None)], duration=47.645, views=23)]",janasena,187.0,"Free Ambulance Service By Janasena Followers

@PawanKalyan @JanaSenaParty 
@BattulaBalarama https://t.co/9kMf3y4kmf"
888,Syedkha49400720,2022-09-22 06:32:56+00:00,0.0,,0.0,0.0,1.5728363239748485e+18,https://twitter.com/Syedkha49400720/status/1572836323974848512,,,"[Photo(previewUrl='https://pbs.twimg.com/media/FdPWS1uXkAAFJKS?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FdPWS1uXkAAFJKS?format=jpg&name=large')]",janasena,91.0,@JanaSenaParty @PawanKalyan ఆరోజు ఎక్కడున్నావన్నా ఇప్పుడు ఇవన్నీ గుర్తుకొస్తున్నాయా చిరంజీవి గారిని అవన్నీ అవమానించినప్పుడు రాలేదా పర్వాలేదు అన్న బాబు గారికి నువ్వు అనుకున్నంత ఎక్కువగా లాభం చేస్తున్నావ్ https://t.co/9QslR69vxX
889,Meliyaputti,2022-09-22 06:32:14+00:00,1.0,,0.0,0.0,1.572836149571498e+18,https://twitter.com/Meliyaputti/status/1572836149571497986,,,,janasena,139.0,"@JanaSenaParty @PawanKalyan కృష్ణా జిల్ల కు NTR పేరు పెట్టినప్పుడు ఇదే తరహాలో పిల్ల పు బ్యాచ్ ఎందుకు స్పందించలేదు🤔🤔🤔🤔
ఆరోజు ప్రేమ లేదా వీరికి 🤷‍♂️🤷‍♂️🤷‍♂️"
890,vinodkumaraguru,2022-09-22 06:31:51+00:00,38.0,,11.0,0.0,1.5728360513450844e+18,https://twitter.com/vinodkumaraguru/status/1572836051345084416,,,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1572835319929798656/pu/img/DvEB4CdJWRK3frFI.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1572835319929798656/pu/vid/320x320/ANhJDWssrT_HHL2k.mp4?tag=12', bitrate=432000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1572835319929798656/pu/vid/540x540/KLqY9KGEyI25uGxU.mp4?tag=12', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1572835319929798656/pu/vid/640x640/4Ody77TOVDqWXvKR.mp4?tag=12', bitrate=1280000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1572835319929798656/pu/pl/n_eRNUQQ4eQjG_P9.m3u8?tag=12&container=fmp4', bitrate=None)], duration=30.045, views=156)]",janasena,34.0,"సవాల్ స్వీకరించ లేనప్పుడు సవాలు విసరడం ఎందుకు రోజా ??భయపడి దాగున్న రోజా🤣
@Keerthana_JSP 
@mekiranroyal 
@RayapatiAruna 
@SUBHASHINIjsp 
@PawanKalyan @JanaSenaParty 
@kanduladurgesh https://t.co/VKLctcgYKF"
891,AshokUlamanedi,2022-09-22 06:31:30+00:00,0.0,,0.0,0.0,1.5728359656051548e+18,https://twitter.com/AshokUlamanedi/status/1572835965605154816,,,,janasena,1.0,@SriKusampudi @AmbatiRambabu @JanaSenaParty @PawanKalyan @NagaBabuOffl @mnadendla @ysjagan Miru power lo ki vachi pavla nestam ani pettukoo evaru kadhu ani cheparu
892,abdul_nazeeb8,2022-09-22 06:30:50+00:00,1.0,,1.0,0.0,1.5728357963230372e+18,https://twitter.com/abdul_nazeeb8/status/1572835796323037184,,"['YCPDestroyedAP', 'FailedPastAndPresantApGovernence', 'PawanKalyan']","[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1572835073766100994/pu/img/ydYs5esDhIxmVcqT.jpg', variants=[VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1572835073766100994/pu/pl/XCaKJXODU6Vn23kE.m3u8?tag=12&container=fmp4', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1572835073766100994/pu/vid/426x192/YtFAn0JIsyK1P-RH.mp4?tag=12', bitrate=256000)], duration=30.696, views=51)]",janasena,3784.0,"ఇంతకీ మీ అన్నియని ఇంటికి పంపించెయ్యాలీ అంటావ్, లేకుంటే రాష్ట్రం పేరు కూడా 'వైయస్సార్ రాష్ట్రం' గా మార్చేస్తాడూ అంటావ్ అంతేగా..🤷‍♂️🤭🤫🤣😜

60:40 తోడుదొంగల జగన్నాటకం..💦

#YCPDestroyedAP

#FailedPastAndPresantApGovernence  
@JanaSenaParty @JSP4Andhra
AP Next CM #PawanKalyan 🔥💪 https://t.co/oSEB9W5uyP"
893,KaridiDurga,2022-09-22 06:29:38+00:00,1.0,,0.0,0.0,1.5728354928819282e+18,https://twitter.com/KaridiDurga/status/1572835492881928192,,,,janasena,10.0,@NThathamsetty @apcmo @JanaSenaParty @JSPShatagniTeam @PawanKalyan @mnadendla @NagaBabuOffl Mudda  ku  Muddu  FREE
894,mamatha_kathi,2022-09-22 06:28:37+00:00,0.0,,0.0,0.0,1.5728352393949553e+18,https://twitter.com/mamatha_kathi/status/1572835239394955265,,,,janasena,14.0,"@JanaSenaParty @PawanKalyan అసెంబ్లీ లో చర్చలపై నుండి ప్రజల ,ప్రతిపక్షాల దృష్టి మళ్లించడానికి,పేరు మార్పు.
మూడు రాజధానులు  కట్టారా,
పోలవరం పూర్తి చేశారా
ఏది చేయరు"
